Data Year - Fiscal_19,Ticker Symbol,Company Name,Return on Sales_19,Data Year - Fiscal_20,Return on Sales_20
2019,ZBRA,ZEBRA TECHNOLOGIES CP  -CL A,0.12129319955406911,2020,0.11313131313131314
2019,BIIB,BIOGEN INC,0.4095521599120873,2020,0.2975618463918599
2019,PYPL,PAYPAL HOLDINGS INC,0.13836371820841772,2020,0.19586091171809453
2019,ODFL,OLD DOMINION FREIGHT,0.14979347114254155,2020,0.16753683381032092
2019,KIM,KIMCO REALTY CORP,0.3266230326094047,2020,0.8826668571640235
2019,PRGO,PERRIGO CO PLC,0.03020217472195808,2020,-0.03197137126902355
2019,GILD,GILEAD SCIENCES INC,0.23992160007127267,2020,0.004981975778686865
2019,ROP,ROPER TECHNOLOGIES INC,0.32941417604531564,2020,0.17182609324962458
2019,SNPS,SYNOPSYS INC,0.15840984034845182,2020,0.18027037829679746
2019,MHK,MOHAWK INDUSTRIES INC,0.07464000420433045,2020,0.05397658779441002
2019,LIN,LINDE PLC,0.08094799489868217,2020,0.09180339903828506
2019,BSX,BOSTON SCIENTIFIC CORP,0.43782021425244527,2020,-0.008271966105114496
2019,STE,STERIS PLC,0.13448337867197643,2020,0.12788336933740388
2019,HPE,HEWLETT PACKARD ENTERPRISE,0.036004805217092845,2020,-0.011933881847157364
2019,FTV,FORTIVE CORP,0.10094262295081967,2020,0.3481141032280339
2019,HUM,HUMANA INC,0.04171803723338676,2020,0.04398662242311813
2019,INTU,INTUIT INC,0.22951061320754718,2020,0.23872401621126946
2019,MCHP,MICROCHIP TECHNOLOGY INC,0.10818702362443594,2020,0.06424683730508973
2019,CB,CHUBB LTD,0.13031393545744463,2020,0.09685555281410203
2019,ORLY,O'REILLY AUTOMOTIVE INC,0.13704867544139226,2020,0.15100202998959109
2019,RCL,ROYAL CARIBBEAN GROUP,0.17157749655477417,2020,-2.6247052139052567
2019,HWM,HOWMET AEROSPACE INC,0.033117249154453215,2020,0.04962920707358814
2019,CDW,CDW CORP,0.04085978571903906,2020,0.04269662921348315
2019,ALL,ALLSTATE CORP,0.1084946838276441,2020,0.12448929472438659
2019,FLIR,FLIR SYSTEMS INC,0.0909351540466321,2020,0.11050850735227992
2019,EQR,EQUITY RESIDENTIAL,0.35038579820636057,2020,0.35489885625764267
2019,BWA,BORGWARNER INC,0.07336742722265932,2020,0.04918839153959666
2019,LW,LAMB WESTON HOLDINGS INC,0.09644175013178703,2020,0.0865350578624915
2019,MAR,MARRIOTT INTL INC,0.06069998092695022,2020,-0.025105782792665725
2019,COST,COSTCO WHOLESALE CORP,0.023961546269555937,2020,0.023998416896036844
2019,REG,REGENCY CENTERS CORP,0.2003325069467512,2020,0.04267242362711324
2019,INCY,INCYTE CORP,0.20701986650663645,2020,-0.11088490577499847
2019,SPG,SIMON PROPERTY GROUP INC,0.34333784563990616,2020,0.23071839189510623
2019,EMN,EASTMAN CHEMICAL CO,0.08185053380782918,2020,0.056414493095715806
2019,MAA,MID-AMERICA APT CMNTYS INC,0.21252347866932483,2020,0.15098069172490652
2019,MLM,MARTIN MARIETTA MATERIALS,0.12911734295541347,2020,0.15243451235755515
2019,TSCO,TRACTOR SUPPLY CO,0.06733221335281625,2020,0.07052101474602725
2019,ALB,ALBEMARLE CORP,0.14855518722069008,2020,0.12009425649643374
2019,IVZ,INVESCO LTD,0.1125151208029555,2020,0.12392606092163498
2019,AVB,AVALONBAY COMMUNITIES INC,0.3370621531436374,2020,0.35870095670346874
2019,CPRT,COPART INC,0.2897676101896367,2020,0.3173342377049515
2019,PLD,PROLOGIS INC,0.44246236018331303,2020,0.31280713357337925
2019,IR,INGERSOLL RAND INC,0.06488845385211468,2020,-0.006781801148629384
2019,ESS,ESSEX PROPERTY TRUST,0.2714005840889812,2020,0.3548210239268889
2019,O,REALTY INCOME CORP,0.29262847523215146,2020,0.239452660258836
2019,FTI,TECHNIPFMC PLC,-0.18011648805661826,2020,-0.2541159738432761
2019,COF,CAPITAL ONE FINANCIAL CORP,0.16356504556581236,2020,0.08586705476634923
2019,DLTR,DOLLAR TREE INC,0.03502634387653108,2020,0.05260434429796192
2019,DRI,DARDEN RESTAURANTS INC,-0.006712011169606374,2020,0.08745014660719
2019,BKR,BAKER HUGHES CO,0.005369577984730263,2020,-0.48007727602028494
2019,DOW,DOW INC,-0.03164070685199413,2020,0.031783508899382494
2019,CTVA,CORTEVA INC,-0.0692618806875632,2020,0.04790040092846592
2019,OTIS,OTIS WORLDWIDE CORP,0.0850739441988108,2020,0.07102539981185324
2019,CARR,CARRIER GLOBAL CORP,0.11371453138435082,2020,0.11354262144821264
2019,VNT,VONTIER CORP,0.15746185202554022,2020,0.12645123123567256
2019,DISH,DISH NETWORK CORP,0.10927127808587407,2020,0.11376902539688584
2019,WAB,WABTEC CORP,0.03925267331491049,2020,0.054843106893767944
2019,RE,EVEREST RE GROUP LTD,0.12423594098177138,2020,0.05416357082140425
2019,POOL,POOL CORP,0.08175452732396796,2020,0.09316055918994529
2019,DVA,DAVITA INC,0.07121065069356497,2020,0.06697848874396525
2019,HSIC,HENRY SCHEIN INC,0.06957217161203762,2020,0.03990397999197758
2019,WAT,WATERS CORP,0.24607287637808756,2020,0.22050338954030355
2019,CTXS,CITRIX SYSTEMS INC,0.2264735112756281,2020,0.1558519479716996
2019,HIG,HARTFORD FINANCIAL SERVICES,0.101806640625,2020,0.08550332266797933
2019,ALXN,ALEXION PHARMACEUTICALS INC,0.481717457073591,2020,0.09940855697787443
2019,IRM,IRON MOUNTAIN INC,0.0627265058002376,2020,0.08263098375557895
2019,TRV,TRAVELERS COS INC,0.08302460340077895,2020,0.0843313217222726
2019,ANSS,ANSYS INC,0.2977092035580371,2020,0.25806683768542976
2019,NOV,NOV INC,-0.718834768250973,2020,-0.4174055829228243
